authorChannelId,Count
UCye7RhIZiFwFxWF9hJQ9nOQ,41
UC32AMYYhSuk6uo__5SSYg4w,41
UCwLS2sOu65prIG7v-fhd3uA,41
UCj1s9CBFlnQsTiIEuBaoIyw,41
UCXwZPyHCerojrg6cS387KWg,41
UCqeAAsfBvz54WhKTWxZurxA,41
UCYHemM9r1vsyvwg0QhHpSNA,41
UCvkpN8igPnet_Qyv5WN5HcA,41
UCWKU4EnEqRT9BX1cBc9_HpA,41
UCo6ViDLv88QZ61hl8uRVYlw,41
UCeAFlzb2RpIP0xLoayB506w,41
UCpjmUara0YkQRnKL1V3mo5Q,41
UCetyqwkMS_nrM9PuN7fFDYA,41
UCfqp-hxebDy2XnNA0iK_O6g,41
UCumufRY87tj85hmDY_QzPUg,41
UChwNemHVMaRwth9utr55jqg,41
UClCn7lB0CajPXtP42eA89qQ,41
UC_qHhpYnoYV5Z_xCrjXj8iw,40
UCfSVUnVf63hD06_giVWMLEQ,40
UC-ohuWScsdf5kdym2ekmP6w,40
UC-dcdB3wmADP0LftEtDmY7g,40
UCaSuASJ80aIYT3MRqQ-s8Aw,40
UCwF9CEw7ckXXU10rr3f82Mg,40
UCmDWuimJjry68KXTPkyxy0Q,40
UC4PTgVGxsz5Joqd9CoaG0tA,40
UCpHYBnuR6gE7Fm7MFb61seA,40
UCQOH4qpoG9EoUO3h--o931w,40
UCLWCzGffu4zLZDttx8AVjiA,40
UCIO1DgXgmswd7aSI_vuaxBQ,40
UCHCjBoFVD_Xwn7KcqJ1OOTA,40
UCGxWtFjdgPKP81mB37JGeCg,40
UCBM-yQUDLXRHll83QSd5C4w,40
UC--pvXwyuqnadHvaO7qvUeA,40
